Points with non-zero HEIDI values:
Point 0 -> Point 0, HEIDI Value: 3.0000
Point 98 -> Point 231, HEIDI Value: 1.0000
Point 98 -> Point 233, HEIDI Value: 1.0000
Point 98 -> Point 238, HEIDI Value: 1.0000
Point 98 -> Point 246, HEIDI Value: 1.0000
Point 98 -> Point 259, HEIDI Value: 1.0000
Point 98 -> Point 275, HEIDI Value: 1.0000
Point 98 -> Point 285, HEIDI Value: 1.0000
Point 98 -> Point 298, HEIDI Value: 1.0000
Point 99 -> Point 9, HEIDI Value: 1.0000
Point 99 -> Point 53, HEIDI Value: 1.0000
Point 99 -> Point 61, HEIDI Value: 1.0000
Point 99 -> Point 69, HEIDI Value: 1.0000
Point 99 -> Point 77, HEIDI Value: 1.0000
Point 99 -> Point 78, HEIDI Value: 1.0000
Point 99 -> Point 92, HEIDI Value: 1.0000
Point 99 -> Point 118, HEIDI Value: 1.0000
Point 99 -> Point 119, HEIDI Value: 1.0000
Point 99 -> Point 157, HEIDI Value: 1.0000
Point 99 -> Point 187, HEIDI Value: 1.0000
Point 99 -> Point 195, HEIDI Value: 1.0000
Point 99 -> Point 203, HEIDI Value: 1.0000
Point 99 -> Point 213, HEIDI Value: 1.0000
Point 99 -> Point 215, HEIDI Value: 1.0000
Point 99 -> Point 265, HEIDI Value: 1.0000
Point 99 -> Point 277, HEIDI Value: 1.0000
Point 99 -> Point 284, HEIDI Value: 1.0000
Point 99 -> Point 290, HEIDI Value: 1.0000
Point 100 -> Point 12, HEIDI Value: 1.0000
Point 100 -> Point 17, HEIDI Value: 1.0000
Point 100 -> Point 47, HEIDI Value: 1.0000
Point 100 -> Point 93, HEIDI Value: 1.0000
Point 100 -> Point 105, HEIDI Value: 1.0000
Point 100 -> Point 123, HEIDI Value: 1.0000
Point 100 -> Point 136, HEIDI Value: 1.0000
Point 100 -> Point 155, HEIDI Value: 1.0000
Point 100 -> Point 175, HEIDI Value: 1.0000
Point 100 -> Point 181, HEIDI Value: 1.0000
Point 100 -> Point 191, HEIDI Value: 1.0000
Point 100 -> Point 199, HEIDI Value: 1.0000
Point 100 -> Point 223, HEIDI Value: 1.0000
Point 100 -> Point 231, HEIDI Value: 1.0000
Point 100 -> Point 236, HEIDI Value: 1.0000
Point 100 -> Point 242, HEIDI Value: 1.0000
Point 100 -> Point 270, HEIDI Value: 1.0000
Point 101 -> Point 39, HEIDI Value: 1.0000
Point 101 -> Point 41, HEIDI Value: 1.0000
Point 101 -> Point 43, HEIDI Value: 1.0000
Point 101 -> Point 77, HEIDI Value: 1.0000
Point 101 -> Point 78, HEIDI Value: 1.0000
Point 101 -> Point 80, HEIDI Value: 1.0000
Point 101 -> Point 81, HEIDI Value: 1.0000
Point 101 -> Point 92, HEIDI Value: 1.0000
Point 101 -> Point 137, HEIDI Value: 1.0000
Point 101 -> Point 153, HEIDI Value: 1.0000
Point 101 -> Point 157, HEIDI Value: 1.0000
Point 101 -> Point 213, HEIDI Value: 1.0000
Point 101 -> Point 215, HEIDI Value: 1.0000
Point 101 -> Point 222, HEIDI Value: 1.0000
Point 101 -> Point 228, HEIDI Value: 1.0000
Point 101 -> Point 229, HEIDI Value: 1.0000
Point 101 -> Point 275, HEIDI Value: 1.0000
Point 101 -> Point 277, HEIDI Value: 1.0000
Point 101 -> Point 282, HEIDI Value: 1.0000
Point 102 -> Point 26, HEIDI Value: 1.0000
Point 102 -> Point 55, HEIDI Value: 1.0000
Point 102 -> Point 59, HEIDI Value: 1.0000
Point 102 -> Point 86, HEIDI Value: 1.0000
Point 102 -> Point 134, HEIDI Value: 1.0000
Point 102 -> Point 137, HEIDI Value: 1.0000
Point 102 -> Point 164, HEIDI Value: 1.0000
Point 102 -> Point 187, HEIDI Value: 1.0000
Point 102 -> Point 189, HEIDI Value: 1.0000
Point 102 -> Point 202, HEIDI Value: 1.0000
Point 102 -> Point 216, HEIDI Value: 1.0000
Point 102 -> Point 221, HEIDI Value: 1.0000
Point 102 -> Point 236, HEIDI Value: 1.0000
Point 102 -> Point 242, HEIDI Value: 1.0000
Point 102 -> Point 271, HEIDI Value: 1.0000
Point 103 -> Point 17, HEIDI Value: 1.0000
Point 103 -> Point 19, HEIDI Value: 1.0000
Point 103 -> Point 34, HEIDI Value: 1.0000
Point 103 -> Point 50, HEIDI Value: 1.0000
Point 103 -> Point 64, HEIDI Value: 1.0000
Point 103 -> Point 69, HEIDI Value: 1.0000
Point 103 -> Point 75, HEIDI Value: 1.0000
Point 103 -> Point 78, HEIDI Value: 1.0000
Point 103 -> Point 108, HEIDI Value: 1.0000
Point 103 -> Point 115, HEIDI Value: 1.0000
Point 103 -> Point 121, HEIDI Value: 1.0000
Point 103 -> Point 122, HEIDI Value: 1.0000
Point 103 -> Point 135, HEIDI Value: 1.0000
Point 103 -> Point 138, HEIDI Value: 1.0000
Point 103 -> Point 150, HEIDI Value: 1.0000
Point 103 -> Point 158, HEIDI Value: 1.0000
Point 103 -> Point 166, HEIDI Value: 1.0000
Point 103 -> Point 168, HEIDI Value: 1.0000
Point 103 -> Point 189, HEIDI Value: 1.0000
Point 103 -> Point 275, HEIDI Value: 1.0000
Point 103 -> Point 276, HEIDI Value: 1.0000
Point 104 -> Point 22, HEIDI Value: 1.0000
Point 104 -> Point 23, HEIDI Value: 1.0000
Point 104 -> Point 98, HEIDI Value: 1.0000
Point 104 -> Point 103, HEIDI Value: 1.0000
Point 104 -> Point 106, HEIDI Value: 1.0000
Point 104 -> Point 121, HEIDI Value: 1.0000
Point 104 -> Point 130, HEIDI Value: 1.0000
Point 104 -> Point 134, HEIDI Value: 1.0000
Point 104 -> Point 145, HEIDI Value: 1.0000
Point 104 -> Point 163, HEIDI Value: 1.0000
Point 104 -> Point 183, HEIDI Value: 1.0000
Point 104 -> Point 189, HEIDI Value: 1.0000
Point 104 -> Point 197, HEIDI Value: 1.0000
Point 104 -> Point 209, HEIDI Value: 1.0000
Point 104 -> Point 248, HEIDI Value: 1.0000
Point 104 -> Point 264, HEIDI Value: 1.0000
Point 104 -> Point 275, HEIDI Value: 1.0000
Point 104 -> Point 295, HEIDI Value: 1.0000
Point 104 -> Point 298, HEIDI Value: 1.0000
Point 105 -> Point 2, HEIDI Value: 1.0000
Point 105 -> Point 4, HEIDI Value: 1.0000
Point 105 -> Point 5, HEIDI Value: 1.0000
Point 105 -> Point 28, HEIDI Value: 1.0000
Point 105 -> Point 46, HEIDI Value: 1.0000
Point 105 -> Point 53, HEIDI Value: 1.0000
Point 105 -> Point 60, HEIDI Value: 1.0000
Point 105 -> Point 87, HEIDI Value: 1.0000
Point 105 -> Point 100, HEIDI Value: 1.0000
Point 105 -> Point 109, HEIDI Value: 1.0000
Point 105 -> Point 184, HEIDI Value: 1.0000
Point 105 -> Point 192, HEIDI Value: 1.0000
Point 105 -> Point 199, HEIDI Value: 1.0000
Point 105 -> Point 222, HEIDI Value: 1.0000
Point 105 -> Point 239, HEIDI Value: 1.0000
Point 105 -> Point 247, HEIDI Value: 1.0000
Point 105 -> Point 253, HEIDI Value: 1.0000
Point 105 -> Point 274, HEIDI Value: 1.0000
Point 105 -> Point 288, HEIDI Value: 1.0000
Point 106 -> Point 1, HEIDI Value: 1.0000
Point 106 -> Point 22, HEIDI Value: 1.0000
Point 106 -> Point 23, HEIDI Value: 1.0000
Point 106 -> Point 27, HEIDI Value: 1.0000
Point 106 -> Point 95, HEIDI Value: 1.0000
Point 106 -> Point 104, HEIDI Value: 1.0000
Point 106 -> Point 107, HEIDI Value: 1.0000
Point 106 -> Point 110, HEIDI Value: 1.0000
Point 106 -> Point 129, HEIDI Value: 1.0000
Point 106 -> Point 130, HEIDI Value: 1.0000
Point 106 -> Point 150, HEIDI Value: 1.0000
Point 106 -> Point 165, HEIDI Value: 1.0000
Point 106 -> Point 167, HEIDI Value: 1.0000
Point 106 -> Point 178, HEIDI Value: 1.0000
Point 106 -> Point 197, HEIDI Value: 1.0000
Point 106 -> Point 210, HEIDI Value: 1.0000
Point 106 -> Point 240, HEIDI Value: 1.0000
Point 106 -> Point 263, HEIDI Value: 1.0000
Point 106 -> Point 266, HEIDI Value: 1.0000
Point 106 -> Point 267, HEIDI Value: 1.0000
Point 106 -> Point 287, HEIDI Value: 1.0000
Point 106 -> Point 288, HEIDI Value: 1.0000
Point 106 -> Point 298, HEIDI Value: 1.0000
Point 107 -> Point 30, HEIDI Value: 1.0000
Point 107 -> Point 58, HEIDI Value: 1.0000
Point 107 -> Point 110, HEIDI Value: 1.0000
Point 107 -> Point 120, HEIDI Value: 1.0000
Point 107 -> Point 195, HEIDI Value: 1.0000
Point 107 -> Point 210, HEIDI Value: 1.0000
Point 107 -> Point 215, HEIDI Value: 1.0000
Point 107 -> Point 223, HEIDI Value: 1.0000
Point 107 -> Point 261, HEIDI Value: 1.0000
Point 107 -> Point 263, HEIDI Value: 1.0000
Point 107 -> Point 266, HEIDI Value: 1.0000
Point 107 -> Point 267, HEIDI Value: 1.0000
Point 107 -> Point 277, HEIDI Value: 1.0000
Point 107 -> Point 281, HEIDI Value: 1.0000
Point 107 -> Point 287, HEIDI Value: 1.0000
Point 107 -> Point 288, HEIDI Value: 1.0000
Point 107 -> Point 294, HEIDI Value: 1.0000
Point 108 -> Point 9, HEIDI Value: 1.0000
Point 108 -> Point 69, HEIDI Value: 1.0000
Point 108 -> Point 75, HEIDI Value: 1.0000
Point 108 -> Point 89, HEIDI Value: 1.0000
Point 108 -> Point 90, HEIDI Value: 1.0000
Point 108 -> Point 96, HEIDI Value: 1.0000
Point 108 -> Point 103, HEIDI Value: 1.0000
Point 108 -> Point 115, HEIDI Value: 1.0000
Point 108 -> Point 128, HEIDI Value: 1.0000
Point 108 -> Point 142, HEIDI Value: 1.0000
Point 108 -> Point 166, HEIDI Value: 1.0000
Point 108 -> Point 171, HEIDI Value: 1.0000
Point 108 -> Point 180, HEIDI Value: 1.0000
Point 108 -> Point 187, HEIDI Value: 1.0000
Point 108 -> Point 197, HEIDI Value: 1.0000
Point 108 -> Point 234, HEIDI Value: 1.0000
Point 108 -> Point 235, HEIDI Value: 1.0000
Point 108 -> Point 292, HEIDI Value: 1.0000
Point 108 -> Point 295, HEIDI Value: 1.0000
Point 109 -> Point 24, HEIDI Value: 1.0000
Point 109 -> Point 46, HEIDI Value: 1.0000
Point 109 -> Point 47, HEIDI Value: 1.0000
Point 109 -> Point 52, HEIDI Value: 1.0000
Point 109 -> Point 56, HEIDI Value: 1.0000
Point 109 -> Point 74, HEIDI Value: 1.0000
Point 109 -> Point 105, HEIDI Value: 1.0000
Point 109 -> Point 146, HEIDI Value: 1.0000
Point 109 -> Point 188, HEIDI Value: 1.0000
Point 109 -> Point 192, HEIDI Value: 1.0000
Point 109 -> Point 210, HEIDI Value: 1.0000
Point 109 -> Point 214, HEIDI Value: 1.0000
Point 109 -> Point 220, HEIDI Value: 1.0000
Point 109 -> Point 222, HEIDI Value: 1.0000
Point 109 -> Point 237, HEIDI Value: 1.0000
Point 109 -> Point 252, HEIDI Value: 1.0000
Point 109 -> Point 255, HEIDI Value: 1.0000
Point 109 -> Point 258, HEIDI Value: 1.0000
Point 109 -> Point 260, HEIDI Value: 1.0000
Point 109 -> Point 261, HEIDI Value: 1.0000
Point 109 -> Point 287, HEIDI Value: 1.0000
Point 109 -> Point 297, HEIDI Value: 1.0000
Point 109 -> Point 299, HEIDI Value: 1.0000
Point 110 -> Point 40, HEIDI Value: 1.0000
Point 110 -> Point 56, HEIDI Value: 1.0000
Point 110 -> Point 70, HEIDI Value: 1.0000
Point 110 -> Point 74, HEIDI Value: 1.0000
Point 110 -> Point 91, HEIDI Value: 1.0000
Point 110 -> Point 106, HEIDI Value: 1.0000
Point 110 -> Point 107, HEIDI Value: 1.0000
Point 110 -> Point 115, HEIDI Value: 1.0000
Point 110 -> Point 143, HEIDI Value: 1.0000
Point 110 -> Point 146, HEIDI Value: 1.0000
Point 110 -> Point 174, HEIDI Value: 1.0000
Point 110 -> Point 176, HEIDI Value: 1.0000
Point 110 -> Point 184, HEIDI Value: 1.0000
Point 110 -> Point 188, HEIDI Value: 1.0000
Point 110 -> Point 195, HEIDI Value: 1.0000
Point 110 -> Point 201, HEIDI Value: 1.0000
Point 110 -> Point 210, HEIDI Value: 1.0000
Point 110 -> Point 252, HEIDI Value: 1.0000
Point 110 -> Point 254, HEIDI Value: 1.0000
Point 110 -> Point 263, HEIDI Value: 1.0000
Point 110 -> Point 266, HEIDI Value: 1.0000
Point 110 -> Point 288, HEIDI Value: 1.0000
Point 110 -> Point 292, HEIDI Value: 1.0000
Point 111 -> Point 22, HEIDI Value: 1.0000
Point 111 -> Point 23, HEIDI Value: 1.0000
Point 111 -> Point 37, HEIDI Value: 1.0000
Point 111 -> Point 67, HEIDI Value: 1.0000
Point 111 -> Point 113, HEIDI Value: 1.0000
Point 111 -> Point 128, HEIDI Value: 1.0000
Point 111 -> Point 131, HEIDI Value: 1.0000
Point 111 -> Point 134, HEIDI Value: 1.0000
Point 111 -> Point 171, HEIDI Value: 1.0000
Point 111 -> Point 172, HEIDI Value: 1.0000
Point 111 -> Point 221, HEIDI Value: 1.0000
Point 111 -> Point 230, HEIDI Value: 1.0000
Point 111 -> Point 231, HEIDI Value: 1.0000
Point 111 -> Point 241, HEIDI Value: 1.0000
Point 111 -> Point 248, HEIDI Value: 1.0000
Point 111 -> Point 273, HEIDI Value: 1.0000
Point 111 -> Point 280, HEIDI Value: 1.0000
Point 111 -> Point 290, HEIDI Value: 1.0000
Point 112 -> Point 20, HEIDI Value: 1.0000
Point 112 -> Point 37, HEIDI Value: 1.0000
Point 112 -> Point 40, HEIDI Value: 1.0000
Point 112 -> Point 57, HEIDI Value: 1.0000
Point 112 -> Point 61, HEIDI Value: 1.0000
Point 112 -> Point 68, HEIDI Value: 1.0000
Point 112 -> Point 76, HEIDI Value: 1.0000
Point 112 -> Point 77, HEIDI Value: 1.0000
Point 112 -> Point 97, HEIDI Value: 1.0000
Point 112 -> Point 124, HEIDI Value: 1.0000
Point 112 -> Point 154, HEIDI Value: 1.0000
Point 112 -> Point 174, HEIDI Value: 1.0000
Point 112 -> Point 178, HEIDI Value: 1.0000
Point 112 -> Point 217, HEIDI Value: 1.0000
Point 112 -> Point 227, HEIDI Value: 1.0000
Point 112 -> Point 237, HEIDI Value: 1.0000
Point 112 -> Point 268, HEIDI Value: 1.0000
Point 112 -> Point 269, HEIDI Value: 1.0000
Point 112 -> Point 279, HEIDI Value: 1.0000
Point 113 -> Point 10, HEIDI Value: 1.0000
Point 113 -> Point 12, HEIDI Value: 1.0000
Point 113 -> Point 22, HEIDI Value: 1.0000
Point 113 -> Point 23, HEIDI Value: 1.0000
Point 113 -> Point 37, HEIDI Value: 1.0000
Point 113 -> Point 72, HEIDI Value: 1.0000
Point 113 -> Point 93, HEIDI Value: 1.0000
Point 113 -> Point 111, HEIDI Value: 1.0000
Point 113 -> Point 125, HEIDI Value: 1.0000
Point 113 -> Point 134, HEIDI Value: 1.0000
Point 113 -> Point 149, HEIDI Value: 1.0000
Point 113 -> Point 155, HEIDI Value: 1.0000
Point 113 -> Point 175, HEIDI Value: 1.0000
Point 113 -> Point 193, HEIDI Value: 1.0000
Point 113 -> Point 194, HEIDI Value: 1.0000
Point 113 -> Point 203, HEIDI Value: 1.0000
Point 113 -> Point 221, HEIDI Value: 1.0000
Point 113 -> Point 236, HEIDI Value: 1.0000
Point 113 -> Point 238, HEIDI Value: 1.0000
Point 113 -> Point 250, HEIDI Value: 1.0000
Point 113 -> Point 255, HEIDI Value: 1.0000
Point 113 -> Point 262, HEIDI Value: 1.0000
Point 113 -> Point 279, HEIDI Value: 1.0000
Point 113 -> Point 285, HEIDI Value: 1.0000
Point 113 -> Point 290, HEIDI Value: 1.0000
Point 114 -> Point 10, HEIDI Value: 1.0000
Point 114 -> Point 16, HEIDI Value: 1.0000
Point 114 -> Point 29, HEIDI Value: 1.0000
Point 114 -> Point 38, HEIDI Value: 1.0000
Point 114 -> Point 46, HEIDI Value: 1.0000
Point 114 -> Point 49, HEIDI Value: 1.0000
Point 114 -> Point 52, HEIDI Value: 1.0000
Point 114 -> Point 72, HEIDI Value: 1.0000
Point 114 -> Point 75, HEIDI Value: 1.0000
Point 114 -> Point 79, HEIDI Value: 1.0000
Point 114 -> Point 84, HEIDI Value: 1.0000
Point 114 -> Point 117, HEIDI Value: 1.0000
Point 114 -> Point 118, HEIDI Value: 1.0000
Point 114 -> Point 151, HEIDI Value: 1.0000
Point 114 -> Point 180, HEIDI Value: 1.0000
Point 114 -> Point 192, HEIDI Value: 1.0000
Point 114 -> Point 211, HEIDI Value: 1.0000
Point 114 -> Point 216, HEIDI Value: 1.0000
Point 114 -> Point 227, HEIDI Value: 1.0000
Point 114 -> Point 234, HEIDI Value: 1.0000
Point 114 -> Point 245, HEIDI Value: 1.0000
Point 114 -> Point 256, HEIDI Value: 1.0000
Point 114 -> Point 297, HEIDI Value: 1.0000
Point 115 -> Point 35, HEIDI Value: 1.0000
Point 115 -> Point 40, HEIDI Value: 1.0000
Point 115 -> Point 48, HEIDI Value: 1.0000
Point 115 -> Point 56, HEIDI Value: 1.0000
Point 115 -> Point 70, HEIDI Value: 1.0000
Point 115 -> Point 71, HEIDI Value: 1.0000
Point 115 -> Point 75, HEIDI Value: 1.0000
Point 115 -> Point 85, HEIDI Value: 1.0000
Point 115 -> Point 86, HEIDI Value: 1.0000
Point 115 -> Point 91, HEIDI Value: 1.0000
Point 115 -> Point 96, HEIDI Value: 1.0000
Point 115 -> Point 108, HEIDI Value: 1.0000
Point 115 -> Point 110, HEIDI Value: 1.0000
Point 115 -> Point 122, HEIDI Value: 1.0000
Point 115 -> Point 138, HEIDI Value: 1.0000
Point 115 -> Point 142, HEIDI Value: 1.0000
Point 115 -> Point 166, HEIDI Value: 1.0000
Point 115 -> Point 174, HEIDI Value: 1.0000
Point 115 -> Point 184, HEIDI Value: 1.0000
Point 115 -> Point 188, HEIDI Value: 1.0000
Point 115 -> Point 197, HEIDI Value: 1.0000
Point 115 -> Point 220, HEIDI Value: 1.0000
Point 115 -> Point 233, HEIDI Value: 1.0000
Point 115 -> Point 254, HEIDI Value: 1.0000
Point 116 -> Point 10, HEIDI Value: 1.0000
Point 116 -> Point 29, HEIDI Value: 1.0000
Point 116 -> Point 52, HEIDI Value: 1.0000
Point 116 -> Point 54, HEIDI Value: 1.0000
Point 116 -> Point 60, HEIDI Value: 1.0000
Point 116 -> Point 89, HEIDI Value: 1.0000
Point 116 -> Point 139, HEIDI Value: 1.0000
Point 116 -> Point 141, HEIDI Value: 1.0000
Point 116 -> Point 179, HEIDI Value: 1.0000
Point 116 -> Point 181, HEIDI Value: 1.0000
Point 116 -> Point 200, HEIDI Value: 1.0000
Point 116 -> Point 207, HEIDI Value: 1.0000
Point 116 -> Point 239, HEIDI Value: 1.0000
Point 116 -> Point 266, HEIDI Value: 1.0000
Point 116 -> Point 293, HEIDI Value: 1.0000
Point 117 -> Point 4, HEIDI Value: 1.0000
Point 117 -> Point 16, HEIDI Value: 1.0000
Point 117 -> Point 19, HEIDI Value: 1.0000
Point 117 -> Point 27, HEIDI Value: 1.0000
Point 117 -> Point 28, HEIDI Value: 1.0000
Point 117 -> Point 49, HEIDI Value: 1.0000
Point 117 -> Point 51, HEIDI Value: 1.0000
Point 117 -> Point 59, HEIDI Value: 1.0000
Point 117 -> Point 66, HEIDI Value: 1.0000
Point 117 -> Point 74, HEIDI Value: 1.0000
Point 117 -> Point 75, HEIDI Value: 1.0000
Point 117 -> Point 80, HEIDI Value: 1.0000
Point 117 -> Point 84, HEIDI Value: 1.0000
Point 117 -> Point 114, HEIDI Value: 1.0000
Point 117 -> Point 143, HEIDI Value: 1.0000
Point 117 -> Point 146, HEIDI Value: 1.0000
Point 117 -> Point 196, HEIDI Value: 1.0000
Point 117 -> Point 211, HEIDI Value: 1.0000
Point 117 -> Point 217, HEIDI Value: 1.0000
Point 117 -> Point 245, HEIDI Value: 1.0000
Point 117 -> Point 266, HEIDI Value: 1.0000
Point 118 -> Point 0, HEIDI Value: 1.0000
Point 118 -> Point 6, HEIDI Value: 1.0000
Point 118 -> Point 9, HEIDI Value: 1.0000
Point 118 -> Point 38, HEIDI Value: 1.0000
Point 118 -> Point 69, HEIDI Value: 1.0000
Point 118 -> Point 99, HEIDI Value: 1.0000
Point 118 -> Point 114, HEIDI Value: 1.0000
Point 118 -> Point 158, HEIDI Value: 1.0000
Point 118 -> Point 171, HEIDI Value: 1.0000
Point 118 -> Point 187, HEIDI Value: 1.0000
Point 118 -> Point 194, HEIDI Value: 1.0000
Point 118 -> Point 195, HEIDI Value: 1.0000
Point 118 -> Point 205, HEIDI Value: 1.0000
Point 118 -> Point 216, HEIDI Value: 1.0000
Point 118 -> Point 234, HEIDI Value: 1.0000
Point 118 -> Point 256, HEIDI Value: 1.0000
Point 118 -> Point 265, HEIDI Value: 1.0000
Point 118 -> Point 279, HEIDI Value: 1.0000
Point 118 -> Point 284, HEIDI Value: 1.0000
Point 118 -> Point 285, HEIDI Value: 1.0000
Point 118 -> Point 297, HEIDI Value: 1.0000
Point 119 -> Point 9, HEIDI Value: 1.0000
Point 119 -> Point 13, HEIDI Value: 1.0000
Point 119 -> Point 29, HEIDI Value: 1.0000
Point 119 -> Point 67, HEIDI Value: 1.0000
Point 119 -> Point 69, HEIDI Value: 1.0000
Point 119 -> Point 90, HEIDI Value: 1.0000
Point 119 -> Point 128, HEIDI Value: 1.0000
Point 119 -> Point 158, HEIDI Value: 1.0000
Point 119 -> Point 162, HEIDI Value: 1.0000
Point 119 -> Point 171, HEIDI Value: 1.0000
Point 119 -> Point 172, HEIDI Value: 1.0000
Point 119 -> Point 173, HEIDI Value: 1.0000
Point 119 -> Point 187, HEIDI Value: 1.0000
Point 119 -> Point 195, HEIDI Value: 1.0000
Point 119 -> Point 205, HEIDI Value: 1.0000
Point 119 -> Point 230, HEIDI Value: 1.0000
Point 119 -> Point 248, HEIDI Value: 1.0000
Point 119 -> Point 265, HEIDI Value: 1.0000
Point 119 -> Point 273, HEIDI Value: 1.0000
Point 119 -> Point 284, HEIDI Value: 1.0000
Point 120 -> Point 30, HEIDI Value: 1.0000
Point 120 -> Point 33, HEIDI Value: 1.0000
Point 120 -> Point 37, HEIDI Value: 1.0000
Point 120 -> Point 95, HEIDI Value: 1.0000
Point 120 -> Point 107, HEIDI Value: 1.0000
Point 120 -> Point 148, HEIDI Value: 1.0000
Point 120 -> Point 169, HEIDI Value: 1.0000
Point 120 -> Point 237, HEIDI Value: 1.0000
Point 120 -> Point 251, HEIDI Value: 1.0000
Point 120 -> Point 260, HEIDI Value: 1.0000
Point 120 -> Point 261, HEIDI Value: 1.0000
Point 120 -> Point 264, HEIDI Value: 1.0000
Point 120 -> Point 278, HEIDI Value: 1.0000
Point 120 -> Point 281, HEIDI Value: 1.0000
Point 120 -> Point 289, HEIDI Value: 1.0000
Point 121 -> Point 6, HEIDI Value: 1.0000
Point 121 -> Point 14, HEIDI Value: 1.0000
Point 121 -> Point 50, HEIDI Value: 1.0000
Point 121 -> Point 58, HEIDI Value: 1.0000
Point 121 -> Point 61, HEIDI Value: 1.0000
Point 121 -> Point 63, HEIDI Value: 1.0000
Point 121 -> Point 73, HEIDI Value: 1.0000
Point 121 -> Point 75, HEIDI Value: 1.0000
Point 121 -> Point 96, HEIDI Value: 1.0000
Point 121 -> Point 115, HEIDI Value: 1.0000
Point 121 -> Point 122, HEIDI Value: 1.0000
Point 121 -> Point 128, HEIDI Value: 1.0000
Point 121 -> Point 138, HEIDI Value: 1.0000
Point 121 -> Point 142, HEIDI Value: 1.0000
Point 121 -> Point 150, HEIDI Value: 1.0000
Point 121 -> Point 157, HEIDI Value: 1.0000
Point 121 -> Point 166, HEIDI Value: 1.0000
Point 121 -> Point 189, HEIDI Value: 1.0000
Point 121 -> Point 235, HEIDI Value: 1.0000
Point 121 -> Point 258, HEIDI Value: 1.0000
Point 121 -> Point 273, HEIDI Value: 1.0000
Point 122 -> Point 3, HEIDI Value: 1.0000
Point 122 -> Point 75, HEIDI Value: 1.0000
Point 122 -> Point 90, HEIDI Value: 1.0000
Point 122 -> Point 92, HEIDI Value: 1.0000
Point 122 -> Point 103, HEIDI Value: 1.0000
Point 122 -> Point 115, HEIDI Value: 1.0000
Point 122 -> Point 121, HEIDI Value: 1.0000
Point 122 -> Point 166, HEIDI Value: 1.0000
Point 122 -> Point 171, HEIDI Value: 1.0000
Point 122 -> Point 187, HEIDI Value: 1.0000
Point 122 -> Point 197, HEIDI Value: 1.0000
Point 122 -> Point 208, HEIDI Value: 1.0000
Point 122 -> Point 234, HEIDI Value: 1.0000
Point 122 -> Point 263, HEIDI Value: 1.0000
Point 122 -> Point 292, HEIDI Value: 1.0000
Point 122 -> Point 295, HEIDI Value: 1.0000
Point 123 -> Point 2, HEIDI Value: 1.0000
Point 123 -> Point 31, HEIDI Value: 1.0000
Point 123 -> Point 36, HEIDI Value: 1.0000
Point 123 -> Point 42, HEIDI Value: 1.0000
Point 123 -> Point 62, HEIDI Value: 1.0000
Point 123 -> Point 83, HEIDI Value: 1.0000
Point 123 -> Point 100, HEIDI Value: 1.0000
Point 123 -> Point 133, HEIDI Value: 1.0000
Point 123 -> Point 136, HEIDI Value: 1.0000
Point 123 -> Point 161, HEIDI Value: 1.0000
Point 123 -> Point 200, HEIDI Value: 1.0000
Point 123 -> Point 201, HEIDI Value: 1.0000
Point 123 -> Point 204, HEIDI Value: 1.0000
Point 123 -> Point 206, HEIDI Value: 1.0000
Point 123 -> Point 218, HEIDI Value: 1.0000
Point 123 -> Point 223, HEIDI Value: 1.0000
Point 123 -> Point 242, HEIDI Value: 1.0000
Point 123 -> Point 247, HEIDI Value: 1.0000
Point 123 -> Point 249, HEIDI Value: 1.0000
Point 123 -> Point 272, HEIDI Value: 1.0000
Point 123 -> Point 274, HEIDI Value: 1.0000
Point 123 -> Point 282, HEIDI Value: 1.0000
Point 123 -> Point 293, HEIDI Value: 1.0000
Point 124 -> Point 3, HEIDI Value: 1.0000
Point 124 -> Point 8, HEIDI Value: 1.0000
Point 124 -> Point 51, HEIDI Value: 1.0000
Point 124 -> Point 97, HEIDI Value: 1.0000
Point 124 -> Point 112, HEIDI Value: 1.0000
Point 124 -> Point 154, HEIDI Value: 1.0000
Point 124 -> Point 162, HEIDI Value: 1.0000
Point 124 -> Point 176, HEIDI Value: 1.0000
Point 124 -> Point 179, HEIDI Value: 1.0000
Point 124 -> Point 185, HEIDI Value: 1.0000
Point 124 -> Point 209, HEIDI Value: 1.0000
Point 124 -> Point 212, HEIDI Value: 1.0000
Point 124 -> Point 217, HEIDI Value: 1.0000
Point 124 -> Point 245, HEIDI Value: 1.0000
Point 124 -> Point 252, HEIDI Value: 1.0000
Point 124 -> Point 257, HEIDI Value: 1.0000
Point 124 -> Point 269, HEIDI Value: 1.0000
Point 124 -> Point 279, HEIDI Value: 1.0000
Point 124 -> Point 281, HEIDI Value: 1.0000
Point 125 -> Point 21, HEIDI Value: 1.0000
Point 125 -> Point 67, HEIDI Value: 1.0000
Point 125 -> Point 90, HEIDI Value: 1.0000
Point 125 -> Point 113, HEIDI Value: 1.0000
Point 125 -> Point 131, HEIDI Value: 1.0000
Point 125 -> Point 149, HEIDI Value: 1.0000
Point 125 -> Point 167, HEIDI Value: 1.0000
Point 125 -> Point 172, HEIDI Value: 1.0000
Point 125 -> Point 179, HEIDI Value: 1.0000
Point 125 -> Point 185, HEIDI Value: 1.0000
Point 125 -> Point 186, HEIDI Value: 1.0000
Point 125 -> Point 194, HEIDI Value: 1.0000
Point 125 -> Point 214, HEIDI Value: 1.0000
Point 125 -> Point 219, HEIDI Value: 1.0000
