rank,Company Name,Industry,State,City,Metro Area,Growth (%),Revenue ($),Number of Workers,Years on List,URL
1473,Dexclusive.com,Retail,Florida,Pembroke Pines,Miami,290.2372,27824356,9,5,dexclusivecom
1500,Xpert Technologies,IT Services,Michigan,Sterling Heights,Detroit,286.2948,2094220,9,1,xpert-technologies
1758,MedResults Network,Health,California,Huntington Beach,Los Angeles,236.9459,3038848,9,1,medresults-network
1791,Emerge Managed Solutions,IT Services,Kentucky,Erlanger,Cincinnati,231.3724,2945871,9,2,emerge-managed-solutions
1883,Thousand Hills Cattle Company,Food & Beverage,Minnesota,Cannon Falls,Minneapolis,218.3826,11267323,9,2,thousand-hills-cattle-company
2050,eShipGlobal,Logistics & Transportation,Texas,Dallas,Dallas,196.8699,8138321,9,1,eshipglobal
2060,MojoPages,Consumer Products & Services,California,San Diego,San Diego,194.967,4177523,9,1,mojopages
2072,ABIS,Software,Texas,Houston,Houston,194.08,2246242,9,2,abis
2084,Sewing Parts Online,Retail,Tennessee,Dickson,Nashville,192.137,2682399,9,1,sewing-parts-online
2221,Logojet USA,Manufacturing,Louisiana,Broussard,New Iberia LA,176.7481,2121559,9,1,logojet-usa
2241,Window Genie,Consumer Products & Services,Ohio,Cincinnati,Cincinnati,174.2073,2454386,9,1,window-genie
2354,Mountains Plus Outdoor Gear,Retail,Washington,Mercer Island,Seattle,164.9479,5087000,9,4,mountains-plus-outdoor-gear
2512,EngATech,Manufacturing,Oklahoma,Tulsa,Tulsa OK,150.5475,5073216,9,1,engatech
2617,The Institute for Wealth Management,Financial Services,Colorado,Denver,Denver,143.7144,4438064,9,1,the-institute-for-wealth-management
2883,Diablo Flooring,Retail,California,Pleasanton,San Francisco,127.21,2943906,9,2,diablo-flooring
2955,IQR Consulting,Financial Services,California,Santa Rosa,Santa Rosa-Petaluma CA,122.0637,2023000,9,1,iqr-consulting
3026,ACT Dental,Health,Kansas,Leawood,Kansas City MO-KS,117.905,2259124,9,1,act-dental
3126,CTG US,Logistics & Transportation,Florida,Coral Springs,Miami,112.8087,9495820,9,4,ctg-us
3222,Mommy's Bliss,Consumer Products & Services,California,San Rafael,San Francisco,107.6925,7267662,9,2,mommys-bliss
3430,Healthcare Solutions Team,Insurance,Illinois,Lombard,Chicago,97.231,20058395,9,3,healthcare-solutions-team
3504,Glassman Wealth Services,Financial Services,Virginia,McLean,Washington DC,94.2165,3256592,9,1,glassman-wealth-services
3608,Get In Shape Franchise,Health,Massachusetts,Needham,Boston,89.9525,2423758,9,3,get-in-shape-franchise
3641,Lamination Depot,Business Products & Services,California,Santa Ana,Los Angeles,88.4505,3956327,9,3,lamination-depot
3673,Ex-it Technologies,Computer Hardware,Florida,Naples,Naples-Marco Island FL,87.4046,3951207,9,1,ex-it-technologies
3758,Ja-Mar Roofing & Sheet Metal,Construction,Texas,Austin,Austin,83.6877,6759280,9,1,ja-mar-roofing-sheet-metal
4048,I.C.E. Service Group,Logistics & Transportation,Pennsylvania,Ambridge,Pittsburgh PA,73.189,11829448,9,2,ice-service-group
4144,RH Electronics,Manufacturing,California,Oceanside,San Diego,69.974,2150266,9,1,rh-electronics
4198,Secured Retail Networks,IT Services,California,Irvine,Los Angeles,68.2942,5246720,9,2,secured-retail-networks
4233,Point Recognition,Business Products & Services,Ohio,Brunswick,Cleveland,67.0028,5477132,9,3,point-recognition
4255,SDB Trade International,Energy,Texas,Pasadena,Houston,66.1037,67056524,9,4,sdb-trade-international
4341,Demanko HLC Logistics,Logistics & Transportation,New Hampshire,Londonderry,Boston,63.3507,4702416,9,1,demanko-hlc-logistics
4351,Valudor Products,Manufacturing,California,San Diego,San Diego,63.1407,28025675,9,3,valudor-products
4484,Swarm Interactive,Health,North Carolina,Chapel Hill,Durham NC,58.158,2044293,9,1,swarm-interactive
4647,Buchroeder's Fine Jewelers,Retail,Missouri,Columbia,Columbia MO,53.4627,4920513,9,3,buchroeders-fine-jewelers
4821,Fascination St Fine Art,Retail,Colorado,Denver,Denver,48.0034,2596384,9,1,fascination-st-fine-art
4901,Classic Kitchen & Bath,Construction,Virginia,Harrisonburg,Harrisonburg VA,45.7327,2252335,9,1,classic-kitchen-bath
4910,Beckertime,Retail,Texas,Keller,Dallas,45.408,6574703,9,1,beckertime
28,PackIt,Consumer Products & Services,California,Westlake Village,Los Angeles,7877.9544,11874148,10,1,packit
97,Prepay Nation,Financial Services,Pennsylvania,Berwyn,Philadelphia,3637.1336,110914763,10,1,prepay-nation
126,Virtual Fleet Supervisor,Software,Florida,Oviedo,Orlando FL,2948.8362,3526101,10,1,virtual-fleet-supervisor
171,Kohana Coffee,Food & Beverage,Texas,Austin,Austin,2416.7762,2825786,10,1,kohana-coffee
182,Genzum Life Sciences,Health,California,Los Angeles,Los Angeles,2333.3009,8561253,10,1,genzum-life-sciences
218,Universal Synaptics,Government Services,Utah,Roy,Ogden-Clearfield UT,2042.1898,2149259,10,1,universal-synaptics
241,Allurez,Retail,New York,Great Neck,New York City,1895.0226,3681934,10,1,allurez
288,Whet Travel,Travel & Hospitality,Florida,Miami Beach,Miami,1579.9141,6397449,10,1,whet-travel
303,Apex Resources,Manufacturing,Texas,Dallas,Dallas,1515.4893,25450095,10,3,apex-resources
329,Outdoor Tech,Consumer Products & Services,California,Los Angeles,Los Angeles,1418.6927,3013390,10,1,outdoor-tech
349,Cumulus Global,IT Services,Massachusetts,Westborough,Worcester MA,1350.0385,7531500,10,1,cumulus-global
360,WebEyeCare,Retail,Pennsylvania,Bristol,Philadelphia,1319.6092,9513000,10,2,webeyecare
377,Z Prepay,Financial Services,Texas,Stafford,Houston,1267.1927,6422743,10,1,z-prepay
398,Progressive Dental Marketing,Advertising & Marketing,Florida,Clearwater,Tampa,1178.9107,2290043,10,1,progressive-dental-marketing
426,ServerHub,IT Services,Arizona,Tempe,Phoenix,1112.4826,2040293,10,1,serverhub
464,Votto Vines Importing,Food & Beverage,Connecticut,Hamden,New Haven-Milford CT,1023.2557,4313302,10,1,votto-vines-importing
524,Knockaround,Consumer Products & Services,California,San Diego,San Diego,907.7487,5744500,10,1,knockaround
552,Zarbee's Naturals,Health,Utah,Draper,Salt Lake City,870.3837,10964608,10,1,zarbees-naturals
554,Upstate Coin & Gold,Financial Services,New York,Fayetteville,Syracuse NY,867.4271,57475696,10,1,upstate-coin-gold
555,iQuasar,IT Services,Virginia,Sterling,Washington DC,867.0735,4054330,10,2,iquasar
565,Regulated Capital Consultants,Business Products & Services,Georgia,Atlanta,Atlanta,845.098,2892000,10,1,regulated-capital-consultants
593,Kyzen Consulting Services,Government Services,Florida,West Palm Beach,Miami,805.8606,2000258,10,2,kyzen-consulting-services
596,Benztown,Media,California,Burbank,Los Angeles,796.4922,2515109,10,2,benztown
707,Mesh Systems,Software,Indiana,Carmel,Indianapolis IN,639.6098,3339708,10,1,mesh-systems
744,VetInternetCo.com,Retail,Alabama,Union Grove,Albertville AL,612.5239,3112896,10,1,vetinternetcocom
826,Sustainment Solutions,Security,Kentucky,Lancaster,Danville KY,551.4629,10077629,10,1,sustainment-solutions
851,CPC Diversified Fund,Financial Services,Utah,Sandy,Salt Lake City,528.4243,2543824,10,1,cpc-diversified-fund
901,Kitewire,Software,Virginia,Arlington,Washington DC,496.5669,2245114,10,1,kitewire
1033,StaffRehab,Health,California,Newport Beach,Los Angeles,431.4682,2386388,10,1,staffrehab
1046,Vertical Direct Marketing Group,Advertising & Marketing,California,San Diego,San Diego,426.879,3436400,10,2,vertical-direct-marketing-group
1111,The Ticket Group,Consumer Products & Services,California,Tustin,Los Angeles,400.2633,11009859,10,1,the-ticket-group
1120,Flip Flop Shops,Retail,Georgia,Kennesaw,Atlanta,393.7171,30565075,10,5,flip-flop-shops
1235,RockFlowerPaper,Consumer Products & Services,California,San Anselmo,San Francisco,352.614,3655913,10,1,rockflowerpaper
1239,Maxpcb,Manufacturing,California,Arcadia,Los Angeles,351.9199,2707000,10,1,maxpcb
1381,Access Networks,IT Services,California,Encino,Los Angeles,310.0487,5533484,10,1,access-networks
1427,Stratus Prep,Education,New York,New York,New York City,298.999,4019029,10,1,stratus-prep
1562,Platinum Realty,Real Estate,Kansas,Overland Park,Kansas City MO-KS,272.153,11090237,10,3,platinum-realty
1599,Washington Street Properties,Real Estate,New York,Watertown,Watertown-Fort Drum NY,266.0633,2209170,10,1,washington-street-properties
1605,Nine Space,Consumer Products & Services,California,City of Industry,Los Angeles,265.112,2613326,10,2,nine-space
1735,Berricle,Retail,New York,Whitestone,New York City,240.5123,2712729,10,2,berricle
1810,Couture Boutique,Retail,Florida,Tampa,Tampa,228.0686,2522880,10,1,couture-boutique
1861,GlobalVise,IT Services,Florida,Tampa,Tampa,220.9465,2248673,10,2,globalvise
1908,The Kingston Group,Construction,Tennessee,Nashville,Nashville,215.1956,3958661,10,1,the-kingston-group
1931,Davis Transportation Services,Logistics & Transportation,Massachusetts,Marlborough,Boston,209.7936,6937703,10,2,davis-transportation-services
2010,Uptime Systems,IT Services,Minnesota,Minneapolis,Minneapolis,202.0996,2664745,10,1,uptime-systems
2087,Praetorian,IT Services,Texas,Austin,Austin,192.0402,2129785,10,1,praetorian
2134,Emergenetics International,Business Products & Services,Colorado,Centennial,Denver,186.5797,5712398,10,4,emergenetics-international
2182,Premier Technology Systems,Construction,Florida,Spring Hill,Tampa,181.9282,2101580,10,1,premier-technology-systems
2249,GNT Solutions,IT Services,California,Sacramento,Sacramento--Arden-Arcade--Roseville CA,173.8539,2671472,10,1,gnt-solutions
2299,Mad Style,Manufacturing,Illinois,Chicago,Chicago,169.2354,4815423,10,4,mad-style
2342,FastSunglass.com,Retail,Florida,Palm Beach Gardens,Miami,166.0315,3803724,10,1,fastsunglasscom
2398,Propio Language Services,Business Products & Services,Kansas,Lenexa,Kansas City MO-KS,160.6279,2668692,10,2,propio-language-services
2502,Advantage Capital Funds,Financial Services,California,Studio City,Los Angeles,151.6862,3823893,10,2,advantage-capital-funds
2568,Strategic Hardware,IT Services,Washington,Spokane,Spokane WA,146.5864,3294308,10,1,strategic-hardware
2632,Union Wine Company,Food & Beverage,Oregon,Tualatin,Portland OR,142.7618,4729903,10,1,union-wine-company
2643,StrataShops,Retail,Indiana,Elkhart,Elkhart-Goshen IN,141.7351,5194553,10,3,stratashops
2754,Real Estate Closing Solutions,Real Estate,Florida,Orlando,Orlando FL,135.0058,2033305,10,1,real-estate-closing-solutions
2806,Lodging Source,Travel & Hospitality,South Carolina,Mount Pleasant,Charleston-North Charleston SC,131.6203,9518479,10,1,lodging-source
2815,The Aramco Group,Real Estate,California,Carlsbad,San Diego,131.1731,3113010,10,1,the-aramco-group
2853,DanniJo,Retail,New York,New York,New York City,129.0626,3797400,10,1,dannijo
2858,Harbour Results,Business Products & Services,Michigan,Royal Oak,Detroit,128.7121,2137948,10,1,harbour-results
3112,WriterAccess,Business Products & Services,Massachusetts,Boston,Boston,113.5834,2891735,10,1,writeraccess
3233,Performance Packaging,Manufacturing,Nevada,Las vegas,Las Vegas-Paradise NV,107.0527,10113856,10,4,performance-packaging
3249,Circular Edge,IT Services,New Jersey,Somerset,New York City,106.2662,5790778,10,1,circular-edge
3263,Pioneering Evolution,Business Products & Services,Virginia,Arlington,Washington DC,105.3562,5035331,10,1,pioneering-evolution
3290,ReTouch Design-Build-Renovate,Construction,Kansas,Overland Park,,103.4652,2127461,10,2,retouch-design-build-renovate
3642,C2C Outdoor,Advertising & Marketing,New York,New York,New York City,88.4266,39283299,10,4,c2c-outdoor
3652,BUMI,IT Services,New York,New York,New York City,88.1666,2662441,10,2,bumi
3714,BuyCalls,Advertising & Marketing,North Carolina,Southern Pines,Southern Pines-Pinehurst NC,85.5939,4962910,10,2,buycalls
3725,Mark/Ryan Associates,Human Resources,Illinois,Schaumburg,Chicago,85.0947,2270190,10,2,markryan-associates
3889,Satisfyd,Business Products & Services,Illinois,Naperville,Chicago,79.1841,5575891,10,3,satisfyd
3913,Salas O'Brien Engineering,Engineering,California,San Jose,San Jose,78.1246,17034612,10,2,salas-obrien-engineering
3921,GreenTechnologies,Manufacturing,Florida,Gainesville,Gainesville FL,77.685,2073993,10,1,greentechnologies
3950,Public Identity,Advertising & Marketing,California,Los Angeles,Los Angeles,76.6733,3960041,10,3,public-identity
4113,Major Facility Solutions,Business Products & Services,Ohio,Barberton,Cleveland,70.9362,3052279,10,1,major-facility-solutions
4261,eMinutes,Business Products & Services,California,Los Angeles,Los Angeles,65.987,3062181,10,1,eminutes
4667,MCG Logistics,Logistics & Transportation,California,Mission Viejo,Los Angeles,52.7615,3275951,10,1,mcg-logistics
4723,Morrison Insurance Services,Insurance,California,Carlsbad,San Diego,51.0753,2127148,10,1,morrison-insurance-services
4810,Metal Resource Solutions,Manufacturing,Ohio,West Chester,Cincinnati,48.3586,13112969,10,8,metal-resource-solutions
4838,Entropy Solutions,Environmental Services,Minnesota,Plymouth,Minneapolis,47.6763,4917385,10,1,entropy-solutions
4923,Clutch Global Logistics,Logistics & Transportation,Illinois,Northlake,Chicago,44.7307,8575514,10,1,clutch-global-logistics
10,Go Energies,Energy,North Carolina,Wilmington,Wilmington NC,16006.8013,32851754,11,1,go-energies
153,Avenue Link,Advertising & Marketing,Kansas,Overland PArk,Kansas City MO-KS,2564.509,6360103,11,1,avenue-link
157,GrayPay,Financial Services,California,Encino,Los Angeles,2539.989,2981762,11,1,graypay
232,American Wireless,Telecommunications,Virginia,Arlington,Washington DC,1957.7655,42522345,11,1,american-wireless
373,Back to the Roots,Consumer Products & Services,California,Oakland,San Francisco,1279.6712,3338280,11,1,back-to-the-roots
417,SearchMarketers.com,Advertising & Marketing,California,Irvine,Los Angeles,1136.7712,2069044,11,1,searchmarketerscom
427,Gossett Jones Homes,Construction,Texas,Austin,Austin,1108.517,9329751,11,1,gossett-jones-homes
448,Rocktape,Health,California,Los Gatos,San Jose,1068.0202,5306631,11,1,rocktape
485,InterRail,Travel & Hospitality,Massachusetts,Newton,Boston,978.6701,17114363,11,1,interrail
492,Evolve Digital Labs,Advertising & Marketing,Missouri,Maplewood,St. Louis MO-IL,968.424,5109738,11,1,evolve-digital-labs
585,SimplyGlobo,Retail,Illinois,Villa Park,Chicago,815.0161,3279381,11,2,simplyglobo
637,SiiBER,Consumer Products & Services,Indiana,Fort Wayne,Fort Wayne IN,732.4662,2368691,11,2,siiber
696,All American Lending,Financial Services,California,Newport Beach,Los Angeles,652.7505,2819668,11,1,all-american-lending
716,Military Resale Solutions,Government Services,Virginia,Chesapeake,Virginia Beach-Norfolk-Newport News VA-NC,635.0951,11873410,11,1,military-resale-solutions
785,Sustainable Supply,Retail,Colorado,Broomfield,Denver,580.2312,5884000,11,2,sustainable-supply
907,Inspiria Media,Media,New York,White Plains,New York City,494.3653,2325282,11,1,inspiria-media
948,SeQuel Response,Advertising & Marketing,Minnesota,Eden Prairie,Minneapolis,476.0575,10986534,11,1,sequel-response
954,The Ticket Experience,Retail,Texas,Houston,Houston,473.1988,20951470,11,4,the-ticket-experience
1020,Avanti Global Resources,Computer Hardware,Minnesota,Spring Park,Minneapolis,436.558,5201409,11,1,avanti-global-resources
1039,GiftCardRescue.com,Consumer Products & Services,Maryland,Ellicott City,Baltimore,428.0628,10063019,11,2,giftcardrescuecom
1088,ADI Energy,Energy,Rhode Island,Smithfield,Providence-New Bedford-Fall River RI-MA,409.9017,8458780,11,3,adi-energy
1174,Skylight Group,Real Estate,New York,New York,New York City,372.5116,9062471,11,1,skylight-group
1232,All Things BBQ,Retail,Kansas,Wichita,Wichita KS,354.6177,2045584,11,1,all-things-bbq
1238,Factory 360,Advertising & Marketing,New York,New York,New York City,352.1345,7769004,11,4,factory-360
1296,Genesys Spine,Health,Texas,Austin,Austin,333.5382,13072264,11,1,genesys-spine
1477,Light Efficient Design,Manufacturing,Illinois,Cary,Chicago,289.7738,9322139,11,1,light-efficient-design
1478,DASECO Electrical,Energy,Massachusetts,Cataumet,Barnstable Town MA,289.7629,2068768,11,1,daseco-electrical
1578,Graphics & More,Consumer Products & Services,California,Rancho Cordova,Sacramento--Arden-Arcade--Roseville CA,270.2494,2121788,11,1,graphics-more
1626,AZ Tech Finders,Human Resources,Arizona,Phoenix,Phoenix,261.6364,2969686,11,1,az-tech-finders
1738,Schaefer Enterprises,Insurance,New York,New York,New York City,239.971,6605871,11,1,schaefer-enterprises
1778,Industrial Security Solutions,Business Products & Services,California,Huntington Beach,Los Angeles,233.0535,3670712,11,1,industrial-security-solutions
2078,EasySeat,Retail,Connecticut,Plainville,Hartford-West Hartford-East Hartford CT,192.8165,6336596,11,5,easyseat
2143,planIT HARDWARE,Computer Hardware,Georgia,Smyrna,Atlanta,185.8065,10632000,11,2,planit-hardware
2589,Advanced Fraud Solutions,Financial Services,North Carolina,Kernersville,Thomasville-Lexington NC,145.115,3807918,11,2,advanced-fraud-solutions
2639,Vom Fass USA,Food & Beverage,Wisconsin,Madison,Madison WI,142.5506,3537954,11,1,vom-fass-usa
2653,Proforma Signature Solutions,Advertising & Marketing,Ohio,Brooklyn Heights,Cleveland,141.3519,2428000,11,5,proforma-signature-solutions
3072,Visual Connections,IT Services,Maryland,Windsor Mill,Baltimore,115.406,2800773,11,1,visual-connections
